/gpx,,,,,,,,,,,
/@creator,/@version,/@version/#agg,/@xsi:schemaLocation,/metadata/copyright/@author,/metadata/copyright/license,/metadata/link/@href,/metadata/link/text,/metadata/name,/metadata/time,/trk/trkseg/trkpt/@lat,/trk/trkseg/trkpt/@lon
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.6961,-78.24209
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.69626,-78.24211
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.6964,-78.24205
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.69648,-78.24199
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.69658,-78.24185
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.69662,-78.24166
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.69663,-78.24089
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.69664,-78.24048
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.69666,-78.24012
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.69669,-78.23984
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.69675,-78.23966
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.6968,-78.23955
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.69686,-78.23942
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.69695,-78.23931
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.69708,-78.23916
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.69722,-78.23903
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.69734,-78.23893
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.69745,-78.23888
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.69745,-78.23888
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.69751,-78.23889
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.69766,-78.23887
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.69823,-78.23879
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.6984,-78.23876
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.69887,-78.23871
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.69899,-78.23869
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.69983,-78.23857
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.69996,-78.23856
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.70056,-78.23847
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.70063,-78.23844
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.70083,-78.23841
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.70099,-78.23842
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.70118,-78.23845
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.70131,-78.23849
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.70147,-78.23856
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.70147,-78.23856
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.70158,-78.23861
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.7019,-78.23878
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.70199,-78.23883
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.70286,-78.23931
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.70387,-78.23986
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.70459,-78.24021
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.70473,-78.24024
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.7056,-78.2403
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.70572,-78.24032
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.70588,-78.24039
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.70755,-78.24166
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.70785,-78.24184
osrm,1.1,,http://www.topografix.com/GPX/1/1 http://www.topografix.com/GPX/1/1/gpx.xsd,OpenStreetMap contributors,http://www.openstreetmap.org/copyright,https://map.project-osrm.org/?z=10&center=-2.750332%2C-78.436890&loc=-2.304625%2C-78.117547&loc=-2.456017%2C-78.172663&loc=-2.966314%2C-78.430813&loc=-3.118336%2C-78.530016&hl=en&alt=0&srv=0,OpenStreetMap Routing with Open Source Routing Machine,"29 de Mayo, E45, E45, Via Mendez - Macas, E45, San Miguel del Conchay",5/18/2022 8:52,-2.70896,-78.24209
