Route,lat,lon,elevation
931,-2.67744,-78.23189,
932,-2.67742,-78.23199,
933,-2.67741,-78.23207,
934,-2.67742,-78.23218,
935,-2.67743,-78.23223,
936,-2.67747,-78.23237,
937,-2.67755,-78.23259,
938,-2.67761,-78.23271,
939,-2.67766,-78.23279,
940,-2.6777,-78.23289,
941,-2.6778,-78.23303,
942,-2.6779,-78.23316,
943,-2.67806,-78.23333,
944,-2.67829,-78.23356,
945,-2.67843,-78.23367,
946,-2.67857,-78.23377,
947,-2.67867,-78.23384,
948,-2.67872,-78.23387,
949,-2.67878,-78.2339,
950,-2.67887,-78.23395,
951,-2.679,-78.234,
952,-2.67922,-78.23409,
953,-2.67947,-78.23419,
954,-2.67958,-78.23423,
955,-2.6797,-78.23425,
956,-2.67977,-78.23426,
957,-2.67986,-78.23427,
958,-2.67994,-78.23427,
959,-2.68008,-78.23425,
960,-2.68022,-78.23422,
961,-2.68048,-78.23416,
962,-2.6808,-78.23409,
963,-2.68099,-78.23408,
964,-2.68122,-78.2341,
965,-2.68165,-78.23418,
966,-2.68204,-78.23425,
967,-2.68221,-78.23429,
968,-2.68236,-78.23437,
969,-2.68248,-78.23447,
970,-2.68254,-78.23457,
971,-2.68259,-78.23468,
972,-2.68262,-78.23481,
973,-2.68263,-78.23499,
974,-2.68266,-78.23526,
975,-2.68271,-78.23546,
976,-2.68281,-78.2357,
977,-2.68288,-78.23579,
978,-2.68299,-78.23589,
979,-2.6831,-78.23594,
980,-2.68321,-78.23595,
981,-2.68332,-78.23592,
982,-2.68341,-78.23587,
983,-2.68348,-78.2358,
984,-2.68352,-78.23569,
985,-2.68354,-78.2356,
986,-2.68353,-78.23546,
987,-2.68339,-78.23498,
988,-2.68339,-78.23487,
989,-2.68341,-78.23476,
990,-2.68347,-78.23465,
991,-2.68353,-78.2346,
992,-2.68364,-78.23454,
993,-2.68373,-78.23452,
994,-2.68384,-78.23453,
995,-2.68395,-78.23458,
996,-2.68403,-78.23466,
997,-2.6841,-78.23475,
998,-2.68442,-78.23528,
999,-2.68463,-78.23563,
1000,-2.68473,-78.23574,
1001,-2.68481,-78.23582,
1002,-2.68493,-78.23589,
1003,-2.68566,-78.23613,
1004,-2.6864,-78.23634,
1005,-2.6866,-78.23636,
1006,-2.6868,-78.23631,
1007,-2.68749,-78.23604,
1008,-2.6877,-78.23599,
1009,-2.68792,-78.23599,
1010,-2.68812,-78.2361,
1011,-2.68824,-78.23624,
1012,-2.68828,-78.23643,
1013,-2.68828,-78.23653,
1014,-2.68807,-78.23737,
1015,-2.68807,-78.23754,
1016,-2.68811,-78.23771,
1017,-2.68822,-78.23789,
1018,-2.6898,-78.23943,
1019,-2.69003,-78.23956,
1020,-2.69031,-78.23958,
1021,-2.69049,-78.23949,
1022,-2.69071,-78.2393,
1023,-2.69163,-78.23812,
1024,-2.69182,-78.238,
1025,-2.69209,-78.23791,
1026,-2.69249,-78.2379,
1027,-2.69297,-78.23819,
1028,-2.69409,-78.23933,
1029,-2.6947,-78.24015,
1030,-2.69573,-78.24174,
1031,-2.69591,-78.24196,
1032,-2.6961,-78.24209,
1033,-2.69626,-78.24211,
1034,-2.6964,-78.24205,
1035,-2.69648,-78.24199,
1036,-2.69658,-78.24185,
1037,-2.69662,-78.24166,
1038,-2.69663,-78.24089,
1039,-2.69664,-78.24048,
1040,-2.69666,-78.24012,
1041,-2.69669,-78.23984,
1042,-2.69675,-78.23966,
1043,-2.6968,-78.23955,
1044,-2.69686,-78.23942,
1045,-2.69695,-78.23931,
1046,-2.69708,-78.23916,
1047,-2.69722,-78.23903,
1048,-2.69734,-78.23893,
1049,-2.69745,-78.23888,
1050,-2.69745,-78.23888,
1051,-2.69751,-78.23889,
1052,-2.69766,-78.23887,
1053,-2.69823,-78.23879,
1054,-2.6984,-78.23876,
1055,-2.69887,-78.23871,
1056,-2.69899,-78.23869,
1057,-2.69983,-78.23857,
1058,-2.69996,-78.23856,
1059,-2.70056,-78.23847,
1060,-2.70063,-78.23844,
1061,-2.70083,-78.23841,
1062,-2.70099,-78.23842,
1063,-2.70118,-78.23845,
1064,-2.70131,-78.23849,
1065,-2.70147,-78.23856,
1066,-2.70147,-78.23856,
1067,-2.70158,-78.23861,
1068,-2.7019,-78.23878,
1069,-2.70199,-78.23883,
1070,-2.70286,-78.23931,
1071,-2.70387,-78.23986,
1072,-2.70459,-78.24021,
1073,-2.70473,-78.24024,
1074,-2.7056,-78.2403,
1075,-2.70572,-78.24032,
1076,-2.70588,-78.24039,
1077,-2.70755,-78.24166,
1078,-2.70785,-78.24184,
1079,-2.70896,-78.24209,
1080,-2.70921,-78.24221,
1081,-2.70941,-78.24235,
1082,-2.71056,-78.24374,
1083,-2.71109,-78.2445,
1084,-2.71208,-78.24602,
1085,-2.71227,-78.2463,
1086,-2.71252,-78.24647,
1087,-2.71354,-78.24693,
1088,-2.71372,-78.24704,
1089,-2.71386,-78.24717,
1090,-2.71394,-78.24731,
1091,-2.71402,-78.2475,
1092,-2.71424,-78.24805,
1093,-2.71436,-78.2483,
1094,-2.71449,-78.2485,
1095,-2.71469,-78.24877,
1096,-2.71492,-78.24907,
1097,-2.71502,-78.24917,
1098,-2.71522,-78.2493,
1099,-2.71535,-78.2493,
1100,-2.71549,-78.24927,
1101,-2.71596,-78.24903,
1102,-2.71611,-78.24897,
1103,-2.71624,-78.24896,
1104,-2.71641,-78.24896,
1105,-2.71657,-78.24903,
1106,-2.71668,-78.24914,
1107,-2.71675,-78.24927,
1108,-2.71679,-78.24942,
1109,-2.71681,-78.24983,
1110,-2.7168,-78.25062,
1111,-2.71678,-78.25103,
1112,-2.71673,-78.2515,
1113,-2.71668,-78.25175,
1114,-2.71662,-78.25196,
1115,-2.71656,-78.25208,
1116,-2.71645,-78.25216,
1117,-2.71633,-78.2522,
1118,-2.71619,-78.25221,
1119,-2.71517,-78.25202,
1120,-2.71499,-78.252,
1121,-2.71488,-78.252,
1122,-2.71479,-78.25202,
1123,-2.7147,-78.25207,
1124,-2.71462,-78.25214,
1125,-2.71457,-78.25222,
1126,-2.71455,-78.25232,
1127,-2.71455,-78.25244,
1128,-2.71458,-78.25256,
1129,-2.71464,-78.25265,
1130,-2.71472,-78.25274,
1131,-2.71535,-78.25315,
1132,-2.7156,-78.25335,
1133,-2.71577,-78.25355,
1134,-2.71587,-78.25372,
1135,-2.71604,-78.25414,
1136,-2.71622,-78.25475,
1137,-2.71656,-78.25569,
1138,-2.71667,-78.25591,
1139,-2.71682,-78.25612,
1140,-2.71699,-78.25629,
1141,-2.71719,-78.25644,
1142,-2.71744,-78.25656,
1143,-2.71765,-78.25661,
1144,-2.71786,-78.25663,
1145,-2.71804,-78.25663,
1146,-2.7182,-78.25659,
1147,-2.71838,-78.25654,
1148,-2.71973,-78.25578,
1149,-2.71991,-78.25568,
1150,-2.72011,-78.25565,
1151,-2.72031,-78.25564,
1152,-2.72047,-78.25567,
1153,-2.72062,-78.25575,
1154,-2.722,-78.25663,
1155,-2.72269,-78.2568,
1156,-2.72344,-78.25695,
1157,-2.72385,-78.25703,
1158,-2.72413,-78.25706,
1159,-2.72446,-78.25704,
1160,-2.72484,-78.257,
1161,-2.72557,-78.2569,
1162,-2.7257,-78.25689,
1163,-2.72582,-78.25691,
1164,-2.72594,-78.25697,
1165,-2.72603,-78.25707,
1166,-2.72609,-78.25719,
1167,-2.72615,-78.25742,
1168,-2.72628,-78.25817,
1169,-2.72629,-78.25826,
1170,-2.72626,-78.25839,
1171,-2.72619,-78.25851,
1172,-2.72609,-78.25861,
1173,-2.72597,-78.25868,
1174,-2.72572,-78.25878,
1175,-2.72518,-78.25898,
1176,-2.72505,-78.25905,
1177,-2.72495,-78.25914,
1178,-2.72487,-78.25926,
1179,-2.7248,-78.25939,
1180,-2.72471,-78.2596,
1181,-2.72461,-78.25983,
1182,-2.72455,-78.25992,
1183,-2.7245,-78.26,
1184,-2.72438,-78.26011,
1185,-2.72427,-78.26016,
1186,-2.72415,-78.2602,
1187,-2.72398,-78.26023,
1188,-2.72372,-78.26029,
1189,-2.72359,-78.26034,
1190,-2.72347,-78.26043,
1191,-2.72337,-78.26055,
1192,-2.72329,-78.26069,
1193,-2.72326,-78.26081,
1194,-2.72327,-78.26096,
1195,-2.7233,-78.26112,
1196,-2.72336,-78.26128,
1197,-2.72343,-78.26145,
1198,-2.72352,-78.26165,
1199,-2.72366,-78.26192,
1200,-2.72383,-78.26217,
1201,-2.72396,-78.26234,
1202,-2.7241,-78.26254,
1203,-2.72419,-78.26274,
1204,-2.72424,-78.26298,
1205,-2.72425,-78.26314,
1206,-2.72427,-78.26333,
1207,-2.72433,-78.26365,
1208,-2.72439,-78.26421,
1209,-2.72445,-78.26443,
1210,-2.72454,-78.26461,
1211,-2.72464,-78.26474,
1212,-2.72472,-78.26481,
1213,-2.72486,-78.26498,
1214,-2.72516,-78.26541,
1215,-2.72553,-78.26597,
1216,-2.72573,-78.26628,
1217,-2.72593,-78.26658,
1218,-2.72611,-78.26689,
1219,-2.72619,-78.26705,
1220,-2.72621,-78.26719,
1221,-2.72623,-78.26744,
1222,-2.72623,-78.2677,
1223,-2.72622,-78.26795,
1224,-2.72622,-78.26814,
1225,-2.72627,-78.26831,
1226,-2.72635,-78.26842,
1227,-2.72647,-78.26851,
1228,-2.72657,-78.26854,
1229,-2.72668,-78.26854,
1230,-2.7268,-78.26852,
1231,-2.727,-78.26843,
1232,-2.72754,-78.26818,
1233,-2.72765,-78.26816,
1234,-2.72776,-78.26814,
1235,-2.72786,-78.26816,
1236,-2.728,-78.26822,
1237,-2.72823,-78.26838,
1238,-2.72845,-78.26855,
1239,-2.72858,-78.26869,
1240,-2.72864,-78.26878,
1241,-2.72868,-78.2689,
1242,-2.72869,-78.26903,
1243,-2.72866,-78.26917,
1244,-2.72844,-78.26975,
1245,-2.72842,-78.26987,
1246,-2.72842,-78.26999,
1247,-2.72846,-78.2701,
1248,-2.72854,-78.2702,
1249,-2.72865,-78.27028,
1250,-2.72878,-78.27032,
1251,-2.72894,-78.27034,
1252,-2.7291,-78.27033,
1253,-2.72979,-78.27031,
1254,-2.72991,-78.27033,
1255,-2.73003,-78.27035,
1256,-2.73017,-78.27042,
1257,-2.7303,-78.27051,
1258,-2.73043,-78.27063,
1259,-2.73063,-78.27093,
1260,-2.73083,-78.27122,
1261,-2.73158,-78.27239,
1262,-2.73196,-78.27308,
1263,-2.73271,-78.27457,
1264,-2.73277,-78.27473,
1265,-2.73298,-78.2752,
1266,-2.73325,-78.27582,
1267,-2.73342,-78.27632,
1268,-2.73399,-78.27826,
1269,-2.73401,-78.27842,
1270,-2.73399,-78.27859,
1271,-2.73393,-78.27873,
1272,-2.73383,-78.27889,
1273,-2.73371,-78.27904,
1274,-2.73354,-78.27922,
1275,-2.73334,-78.27941,
1276,-2.73305,-78.27958,
1277,-2.73235,-78.28,
1278,-2.73163,-78.28044,
1279,-2.73124,-78.28084,
1280,-2.73106,-78.28109,
1281,-2.73099,-78.28128,
1282,-2.73098,-78.28142,
1283,-2.73108,-78.28161,
1284,-2.73118,-78.28172,
1285,-2.73131,-78.28176,
1286,-2.73149,-78.28176,
1287,-2.7318,-78.28164,
1288,-2.73205,-78.28149,
1289,-2.73226,-78.28145,
1290,-2.73244,-78.28149,
1291,-2.73271,-78.28162,
1292,-2.73286,-78.28169,
1293,-2.73304,-78.28169,
1294,-2.73345,-78.28164,
1295,-2.73364,-78.28162,
1296,-2.73384,-78.28163,
1297,-2.73433,-78.28177,
1298,-2.73571,-78.28226,
1299,-2.73591,-78.28238,
1300,-2.73617,-78.28267,
1301,-2.73654,-78.28318,
1302,-2.73671,-78.28338,
1303,-2.73691,-78.28354,
1304,-2.7372,-78.28364,
1305,-2.73765,-78.28367,
1306,-2.73784,-78.28374,
1307,-2.73798,-78.28385,
1308,-2.73805,-78.28397,
1309,-2.73808,-78.28411,
1310,-2.73802,-78.28517,
1311,-2.73788,-78.28563,
1312,-2.73754,-78.28624,
1313,-2.73742,-78.28657,
1314,-2.73739,-78.28686,
1315,-2.73745,-78.28713,
1316,-2.73762,-78.2876,
1317,-2.73788,-78.28819,
1318,-2.73792,-78.28836,
1319,-2.73788,-78.28857,
1320,-2.73768,-78.28887,
1321,-2.73747,-78.28921,
1322,-2.73737,-78.28953,
1323,-2.73733,-78.28988,
1324,-2.73732,-78.29061,
1325,-2.73726,-78.29141,
1326,-2.73719,-78.29188,
1327,-2.73695,-78.29353,
1328,-2.73693,-78.2937,
1329,-2.73695,-78.29387,
1330,-2.73698,-78.29404,
1331,-2.73707,-78.29424,
1332,-2.73724,-78.29449,
1333,-2.73742,-78.29474,
1334,-2.73766,-78.29509,
1335,-2.73796,-78.29549,
1336,-2.73816,-78.29572,
1337,-2.73825,-78.29581,
1338,-2.73837,-78.29593,
1339,-2.73911,-78.29646,
1340,-2.73915,-78.2965,
1341,-2.73981,-78.29695,
1342,-2.73994,-78.29705,
1343,-2.7402,-78.29734,
1344,-2.7404,-78.2976,
1345,-2.74069,-78.29809,
1346,-2.7411,-78.29878,
1347,-2.74118,-78.29893,
1348,-2.74156,-78.29968,
1349,-2.74175,-78.30006,
1350,-2.74188,-78.30041,
1351,-2.74204,-78.30101,
1352,-2.74215,-78.30128,
1353,-2.74234,-78.30152,
1354,-2.74279,-78.30195,
1355,-2.74298,-78.30216,
1356,-2.74311,-78.30227,
1357,-2.7432,-78.30236,
1358,-2.74328,-78.30243,
1359,-2.7435,-78.30269,
1360,-2.74364,-78.3028,
1361,-2.74384,-78.30296,
1362,-2.74416,-78.30311,
1363,-2.74444,-78.3032,
1364,-2.74485,-78.30324,
1365,-2.74505,-78.30324,
1366,-2.74513,-78.30326,
1367,-2.74518,-78.3033,
1368,-2.74522,-78.30336,
1369,-2.74523,-78.30343,
1370,-2.74524,-78.30363,
1371,-2.7452,-78.30382,
1372,-2.74506,-78.30437,
1373,-2.74506,-78.30437,
1374,-2.74499,-78.30479,
1375,-2.74499,-78.30487,
1376,-2.74502,-78.30496,
1377,-2.74508,-78.30505,
1378,-2.74523,-78.30517,
1379,-2.74561,-78.30548,
1380,-2.74625,-78.30591,
1381,-2.74647,-78.30604,
1382,-2.74669,-78.30615,
1383,-2.74715,-78.30627,
1384,-2.74831,-78.30656,
1385,-2.74847,-78.30657,
1386,-2.74864,-78.30655,
1387,-2.74875,-78.30651,
1388,-2.74885,-78.30643,
1389,-2.74892,-78.3063,
1390,-2.74908,-78.30543,
1391,-2.74916,-78.30526,
1392,-2.74926,-78.30513,
1393,-2.74939,-78.30506,
1394,-2.74961,-78.30502,
1395,-2.75008,-78.30498,
1396,-2.75072,-78.30492,
1397,-2.75153,-78.30485,
1398,-2.75195,-78.30481,
1399,-2.75226,-78.3046,
1400,-2.75253,-78.3043,
1401,-2.7527,-78.30404,
1402,-2.7528,-78.3038,
1403,-2.75289,-78.30355,
1404,-2.75311,-78.30274,
1405,-2.75327,-78.30217,
1406,-2.75338,-78.30192,
1407,-2.75354,-78.3016,
1408,-2.75481,-78.2998,
1409,-2.75503,-78.29955,
1410,-2.75514,-78.29946,
1411,-2.75528,-78.2994,
1412,-2.75546,-78.2994,
1413,-2.7556,-78.29946,
1414,-2.75574,-78.29955,
1415,-2.75579,-78.29963,
1416,-2.75581,-78.29974,
1417,-2.75582,-78.29991,
1418,-2.75582,-78.30029,
1419,-2.7558,-78.30057,
1420,-2.75576,-78.30094,
1421,-2.75571,-78.30115,
1422,-2.75559,-78.30138,
1423,-2.75545,-78.30157,
1424,-2.75471,-78.30221,
1425,-2.75457,-78.30237,
1426,-2.75447,-78.30255,
1427,-2.75438,-78.30287,
1428,-2.75442,-78.30317,
1429,-2.7545,-78.30337,
1430,-2.75469,-78.30363,
1431,-2.75485,-78.30375,
1432,-2.75499,-78.30382,
1433,-2.75521,-78.30389,
1434,-2.75542,-78.30392,
1435,-2.75562,-78.30391,
1436,-2.75598,-78.30381,
1437,-2.75624,-78.30364,
1438,-2.75638,-78.30347,
1439,-2.75649,-78.30323,
1440,-2.7566,-78.30267,
1441,-2.75671,-78.30233,
1442,-2.75684,-78.30211,
1443,-2.75697,-78.30195,
1444,-2.75713,-78.30184,
1445,-2.75727,-78.3018,
1446,-2.75744,-78.30182,
1447,-2.75756,-78.3019,
1448,-2.75807,-78.30249,
1449,-2.75815,-78.30255,
1450,-2.75825,-78.30259,
1451,-2.75836,-78.3026,
1452,-2.75849,-78.30258,
1453,-2.75862,-78.30252,
1454,-2.75869,-78.30241,
1455,-2.75893,-78.30166,
1456,-2.75898,-78.30154,
1457,-2.7591,-78.3014,
1458,-2.7592,-78.30134,
1459,-2.75931,-78.30132,
1460,-2.75942,-78.30131,
1461,-2.75956,-78.30136,
1462,-2.75966,-78.30145,
1463,-2.75973,-78.30155,
1464,-2.75988,-78.30187,
1465,-2.75999,-78.302,
1466,-2.76006,-78.30203,
1467,-2.76017,-78.30206,
1468,-2.76031,-78.30204,
1469,-2.76042,-78.302,
1470,-2.76058,-78.30189,
1471,-2.76077,-78.30176,
1472,-2.76084,-78.30174,
1473,-2.76094,-78.30172,
1474,-2.76106,-78.30175,
1475,-2.76114,-78.30181,
1476,-2.76122,-78.30192,
1477,-2.76139,-78.30234,
1478,-2.76146,-78.30261,
1479,-2.7615,-78.30282,
1480,-2.76171,-78.30454,
1481,-2.76192,-78.30585,
1482,-2.76204,-78.30644,
1483,-2.7622,-78.30718,
1484,-2.76229,-78.30793,
1485,-2.76233,-78.30834,
1486,-2.76234,-78.30862,
1487,-2.76237,-78.30875,
1488,-2.76242,-78.30888,
1489,-2.76249,-78.30898,
1490,-2.76258,-78.30908,
1491,-2.76269,-78.30916,
1492,-2.76281,-78.30922,
1493,-2.76297,-78.30925,
1494,-2.76351,-78.30926,
1495,-2.76364,-78.30927,
1496,-2.76376,-78.30931,
1497,-2.7639,-78.30941,
1498,-2.76397,-78.30953,
1499,-2.76403,-78.30964,
1500,-2.76405,-78.30986,
1501,-2.76403,-78.31002,
1502,-2.764,-78.31019,
1503,-2.76393,-78.31034,
1504,-2.76385,-78.31047,
1505,-2.76377,-78.31056,
1506,-2.76364,-78.3106,
1507,-2.76328,-78.31061,
1508,-2.76312,-78.31062,
1509,-2.76295,-78.31066,
1510,-2.76283,-78.31076,
1511,-2.76271,-78.31098,
1512,-2.76258,-78.31122,
1513,-2.76241,-78.31141,
1514,-2.76224,-78.31158,
1515,-2.7621,-78.31174,
1516,-2.76204,-78.31194,
1517,-2.76206,-78.31214,
1518,-2.7621,-78.31226,
1519,-2.76219,-78.31237,
1520,-2.76231,-78.31245,
1521,-2.76245,-78.31251,
1522,-2.76329,-78.31273,
1523,-2.76341,-78.3128,
1524,-2.76351,-78.31288,
1525,-2.76359,-78.31303,
1526,-2.76364,-78.31327,
1527,-2.76371,-78.31379,
1528,-2.76374,-78.31396,
1529,-2.76378,-78.31408,
1530,-2.76393,-78.31434,
1531,-2.76402,-78.31448,
1532,-2.76409,-78.31465,
1533,-2.76411,-78.31482,
1534,-2.7641,-78.31497,
1535,-2.76399,-78.31543,
1536,-2.76396,-78.31563,
1537,-2.76389,-78.31612,
1538,-2.76386,-78.31629,
1539,-2.76379,-78.31654,
1540,-2.76373,-78.31669,
1541,-2.76366,-78.3168,
1542,-2.76348,-78.31703,
1543,-2.76313,-78.31741,
1544,-2.76296,-78.31763,
1545,-2.76284,-78.31787,
1546,-2.76277,-78.31812,
1547,-2.76275,-78.31832,
1548,-2.76274,-78.31882,
1549,-2.76273,-78.31916,
1550,-2.76267,-78.31951,
1551,-2.76259,-78.31969,
1552,-2.76243,-78.31993,
1553,-2.76214,-78.32026,
1554,-2.76203,-78.32041,
1555,-2.7619,-78.32062,
1556,-2.76183,-78.32088,
1557,-2.76179,-78.32116,
1558,-2.7617,-78.32219,
1559,-2.76164,-78.32314,
1560,-2.76165,-78.32332,
1561,-2.7617,-78.32347,
1562,-2.76176,-78.32357,
1563,-2.76189,-78.32366,
1564,-2.76207,-78.32377,
1565,-2.76496,-78.32515,
1566,-2.76545,-78.32537,
1567,-2.76614,-78.32574,
1568,-2.76786,-78.32678,
1569,-2.76794,-78.32685,
1570,-2.76802,-78.32697,
1571,-2.76807,-78.32715,
1572,-2.76807,-78.32729,
1573,-2.76803,-78.32762,
1574,-2.768,-78.32787,
1575,-2.768,-78.32804,
1576,-2.76804,-78.32815,
1577,-2.76831,-78.32866,
1578,-2.76855,-78.32904,
1579,-2.76882,-78.32934,
1580,-2.76914,-78.32962,
1581,-2.76966,-78.33013,
1582,-2.77121,-78.33187,
1583,-2.77175,-78.3324,
1584,-2.77186,-78.33251,
1585,-2.77209,-78.33262,
1586,-2.77233,-78.33272,
1587,-2.7725,-78.33278,
1588,-2.77551,-78.33366,
1589,-2.77572,-78.3337,
1590,-2.77595,-78.33372,
1591,-2.77629,-78.33372,
1592,-2.77638,-78.33372,
1593,-2.77669,-78.33368,
1594,-2.77692,-78.33367,
1595,-2.77705,-78.33366,
1596,-2.77713,-78.33367,
1597,-2.77724,-78.33374,
1598,-2.77734,-78.33382,
1599,-2.77799,-78.33465,
1600,-2.77838,-78.33514,
1601,-2.77902,-78.33598,
1602,-2.77914,-78.33611,
1603,-2.78009,-78.33684,
1604,-2.78089,-78.33745,
1605,-2.78118,-78.33768,
1606,-2.7818,-78.33817,
1607,-2.78243,-78.33866,
1608,-2.78254,-78.33874,
1609,-2.78301,-78.3391,
1610,-2.78324,-78.33928,
1611,-2.78345,-78.33948,
1612,-2.78364,-78.33967,
1613,-2.78372,-78.33976,
1614,-2.78378,-78.33984,
1615,-2.78384,-78.33994,
1616,-2.78388,-78.34005,
1617,-2.78392,-78.34016,
1618,-2.78395,-78.34026,
1619,-2.78399,-78.34045,
1620,-2.78406,-78.34061,
1621,-2.78412,-78.34072,
1622,-2.78432,-78.34101,
1623,-2.78443,-78.3412,
1624,-2.78451,-78.34136,
1625,-2.78472,-78.34196,
1626,-2.78482,-78.34207,
1627,-2.78499,-78.34217,
1628,-2.78518,-78.34218,
1629,-2.78538,-78.34211,
1630,-2.7855,-78.34201,
1631,-2.78558,-78.34186,
1632,-2.78589,-78.34087,
1633,-2.786,-78.34057,
1634,-2.78612,-78.34027,
1635,-2.78629,-78.34006,
1636,-2.78648,-78.33991,
1637,-2.78673,-78.33981,
1638,-2.78729,-78.33967,
1639,-2.78755,-78.33963,
1640,-2.78774,-78.33967,
1641,-2.78795,-78.33976,
1642,-2.78808,-78.33989,
1643,-2.78814,-78.33997,
1644,-2.78821,-78.34009,
1645,-2.7884,-78.34064,
1646,-2.78849,-78.34078,
1647,-2.78859,-78.34085,
1648,-2.78875,-78.3409,
1649,-2.78888,-78.3409,
1650,-2.789,-78.34086,
1651,-2.78911,-78.34078,
1652,-2.78941,-78.3404,
1653,-2.78951,-78.34032,
1654,-2.78963,-78.34027,
1655,-2.78977,-78.34026,
1656,-2.78986,-78.34026,
1657,-2.78995,-78.34029,
1658,-2.79004,-78.34034,
1659,-2.79012,-78.34042,
1660,-2.79064,-78.34121,
1661,-2.7907,-78.34133,
1662,-2.79072,-78.34149,
1663,-2.79071,-78.34196,
1664,-2.79073,-78.34211,
1665,-2.79079,-78.34225,
1666,-2.79129,-78.34294,
1667,-2.79135,-78.34307,
1668,-2.79138,-78.34325,
1669,-2.79142,-78.34368,
1670,-2.79145,-78.34386,
1671,-2.79153,-78.344,
1672,-2.79167,-78.3441,
1673,-2.79185,-78.34415,
1674,-2.79201,-78.34412,
1675,-2.79215,-78.34404,
1676,-2.79243,-78.3438,
1677,-2.79255,-78.34372,
1678,-2.79267,-78.34369,
1679,-2.79279,-78.34369,
1680,-2.79284,-78.34371,
1681,-2.79313,-78.34383,
1682,-2.79324,-78.34387,
1683,-2.79337,-78.34387,
1684,-2.79345,-78.34386,
1685,-2.79393,-78.34369,
1686,-2.79411,-78.34366,
1687,-2.79422,-78.34365,
1688,-2.79431,-78.34366,
1689,-2.79489,-78.34387,
1690,-2.79505,-78.34389,
1691,-2.7952,-78.34387,
1692,-2.79527,-78.34383,
1693,-2.79537,-78.34375,
1694,-2.79629,-78.34278,
1695,-2.79635,-78.34271,
1696,-2.7965,-78.34265,
1697,-2.79663,-78.34263,
1698,-2.79678,-78.34267,
1699,-2.79695,-78.34275,
1700,-2.79711,-78.34285,
1701,-2.79724,-78.34297,
1702,-2.79735,-78.34309,
1703,-2.79755,-78.34332,
1704,-2.79768,-78.34345,
1705,-2.79802,-78.34371,
1706,-2.79819,-78.34384,
1707,-2.79833,-78.34398,
1708,-2.79847,-78.3442,
1709,-2.79852,-78.34436,
1710,-2.79856,-78.34451,
1711,-2.79857,-78.34466,
1712,-2.79856,-78.34491,
1713,-2.79852,-78.34538,
1714,-2.79856,-78.34559,
1715,-2.79865,-78.34573,
1716,-2.7988,-78.34584,
1717,-2.79988,-78.3464,
1718,-2.80044,-78.34671,
1719,-2.80063,-78.34678,
1720,-2.80084,-78.34681,
1721,-2.80097,-78.3468,
1722,-2.80114,-78.34674,
1723,-2.80198,-78.34623,
1724,-2.8021,-78.34617,
1725,-2.80227,-78.34613,
1726,-2.8026,-78.34608,
1727,-2.8027,-78.34608,
1728,-2.80283,-78.34611,
1729,-2.80295,-78.34615,
1730,-2.80306,-78.34623,
1731,-2.80333,-78.34651,
1732,-2.80345,-78.34662,
1733,-2.80359,-78.34668,
1734,-2.80368,-78.34669,
1735,-2.80377,-78.3467,
1736,-2.80404,-78.34665,
1737,-2.80417,-78.34664,
1738,-2.80431,-78.34664,
1739,-2.80487,-78.34677,
1740,-2.80498,-78.34678,
1741,-2.80507,-78.34678,
1742,-2.8052,-78.34675,
1743,-2.80606,-78.34644,
1744,-2.80619,-78.34642,
1745,-2.80626,-78.34642,
1746,-2.80634,-78.34645,
1747,-2.80637,-78.34649,
1748,-2.80642,-78.34661,
1749,-2.80642,-78.34669,
1750,-2.80637,-78.34679,
1751,-2.80629,-78.34685,
1752,-2.80614,-78.34688,
1753,-2.80583,-78.34689,
1754,-2.80564,-78.34691,
1755,-2.80553,-78.34696,
1756,-2.80541,-78.34705,
1757,-2.80535,-78.34715,
1758,-2.80517,-78.34792,
1759,-2.80512,-78.3481,
1760,-2.80511,-78.34824,
1761,-2.80516,-78.34895,
1762,-2.80518,-78.34906,
1763,-2.80522,-78.34916,
1764,-2.80526,-78.3492,
1765,-2.80545,-78.34939,
1766,-2.80555,-78.34949,
1767,-2.8056,-78.34962,
1768,-2.80564,-78.34977,
1769,-2.80572,-78.351,
1770,-2.80577,-78.35123,
1771,-2.80586,-78.35142,
1772,-2.80594,-78.35155,
1773,-2.80606,-78.35172,
1774,-2.80616,-78.35184,
1775,-2.80632,-78.35205,
1776,-2.80642,-78.35219,
1777,-2.80666,-78.3525,
1778,-2.80678,-78.35265,
1779,-2.80689,-78.35278,
1780,-2.80696,-78.35283,
1781,-2.80701,-78.35285,
1782,-2.80713,-78.35289,
1783,-2.80724,-78.35289,
1784,-2.80734,-78.35287,
1785,-2.8075,-78.3528,
1786,-2.80774,-78.35267,
1787,-2.80787,-78.35262,
1788,-2.80793,-78.3526,
1789,-2.80807,-78.35259,
1790,-2.80818,-78.35259,
1791,-2.80853,-78.35259,
1792,-2.80881,-78.35261,
1793,-2.80899,-78.35263,
1794,-2.8099,-78.35273,
1795,-2.81,-78.35274,
1796,-2.81059,-78.35281,
1797,-2.81069,-78.35282,
1798,-2.8108,-78.35285,
1799,-2.81091,-78.35291,
1800,-2.811,-78.35298,
1801,-2.81107,-78.35307,
1802,-2.81112,-78.35317,
1803,-2.81119,-78.35331,
1804,-2.8113,-78.35354,
1805,-2.81138,-78.35362,
1806,-2.81142,-78.35367,
1807,-2.81144,-78.35369,
1808,-2.81204,-78.35413,
1809,-2.8122,-78.3543,
